UKPMSSection,SectionDescription,XSP,Offset,RoadType,Start,End,Overall-CI,RCI-BIN,RCI-X-BIN,SectionDescriptionRoad,SectionDescriptionArea,RCI-BIN-Code,RCI-X-BIN-Code
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,374.00,384.10,36.16,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,376.10,386.12,87.17,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,384.10,394.20,48.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,386.12,396.14,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,394.20,404.29,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,396.14,406.16,71.35,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,404.29,414.39,97.30,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,406.16,416.18,40.54,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,414.39,424.49,45.61,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,416.18,426.21,37.30,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,424.49,434.58,87.57,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,426.21,436.23,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,434.58,444.68,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,436.23,446.25,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,444.68,454.77,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,446.25,456.27,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,454.77,464.87,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,456.27,466.29,10.32,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,464.87,474.97,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,466.29,476.31,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,474.97,485.06,1.00,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,476.31,486.34,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,485.06,495.16,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,486.34,496.36,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,495.16,505.26,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,496.36,506.38,18.45,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,505.26,515.35,53.51,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,506.38,516.40,4.86,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,515.35,525.45,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,516.40,526.42,8.11,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,525.45,535.55,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,526.42,536.45,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","JESMOND DENE ROAD           ",JESMOND,GREEN,GREEN
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,535.55,545.64,120.54,"RED: Plan maintenance soon","RED: Plan maintenance soon","JESMOND DENE ROAD           ",JESMOND,RED,RED
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,536.45,546.47,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,545.64,555.74,120.00,"RED: Plan maintenance soon","RED: Plan maintenance soon","JESMOND DENE ROAD           ",JESMOND,RED,RED
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,546.47,556.49,140.00,"RED: Plan maintenance soon","RED: Plan maintenance soon","JESMOND DENE ROAD           ",JESMOND,RED,RED
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,555.74,565.83,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,556.49,566.51,115.00,"RED: Plan maintenance soon","RED: Plan maintenance soon","JESMOND DENE ROAD           ",JESMOND,RED,RED
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,565.83,575.93,91.07,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,566.51,576.53,136.80,"RED: Plan maintenance soon","RED: Plan maintenance soon","JESMOND DENE ROAD           ",JESMOND,RED,RED
012/01829/005,"JESMOND DENE ROAD               JESMOND",CL1,10,,575.93,586.03,84.86,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
012/01829/005,"JESMOND DENE ROAD               JESMOND",CR1,-10,,576.53,586.55,78.81,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","JESMOND DENE ROAD           ",JESMOND,AMBER,AMBER
